id,body,commenter_id,created_at,parent_id,time,type,updated_at,vialogue_id
318885,"I agree with this idea to a certain degree. So many people tend to think that the home life is where students are supposed to get their education of life, systems, connections and etcetera while school gives formal instruction, such as: trade and vocational skills. <br /><br />I am on the fence because I learned many things from both areas and do not feel like one owes me more than the other. The only time I feel like schools are responsible for a certain degree of knowledge is due to the fact that we are charged a fee to be education on specific areas of studies that we cannot necessarily get from within the home.  ",49015,2018-09-21T04:17:19.000-04:00,317642,0,text,2018-09-21T04:17:19.000-04:00,45307
318889,@Eli do you think there are aspects of the traditional instructional method that we can still use?,12480,2018-09-21T04:34:59.000-04:00,318795,0,text,2018-09-21T04:34:59.000-04:00,45307
318894,"  Connectivity plays an important role in the learning connection. An open, social, and networked base learning environment allows learners to design the learning methods and contents that work best for them.  I think the application of network on online learning has great potential in improving the learning environment of students.",48872,2018-09-21T05:42:29.000-04:00,,901,text,2018-09-21T05:42:29.000-04:00,45307
318901," The connectivist theory suggests that online learning can provide the good learning activity that serves the student well. Through connected in the network, online lifts the bar for learners from the different background and learning pace. It provides more flexibility for the learner, not more convenience to the institute. So people are going to enjoy the real open, social and adaptive learning .",48761,2018-09-21T08:17:31.000-04:00,,611,text,2018-09-21T08:17:31.000-04:00,45307
320185," According to Connectivism, online learning should no longer be design as a perfectly packaged course with an irrelevant structure as before. Instead, it is supposed to be open and connection-promoted (i.e. social) since we tend to ""think in network"" and science itself is all about verifying the ""linking processes"" we've made in our belief systems. What's more, when the volume of knowledge is exploding, what connectivism suggests is to make all information flow freely in the network and allow students the autonomy to pick out and digest what is useful for them, what makes the most sense to them and etc.. <br /><br />Then, how to make these suggestions applicable? We should notice that Professor Siemens' MOOC is recognized as cMOOCs rather than xMOOCs on Coursera and edX that we are more familiar with. In contrast to xMOOCs which are based on teacher-to-student lectures, participants in cMOOCs ""are all considered teachers AND learners"". The course video is not a must. Participants are able to learn from each other through blogs, learning communities, and social media platforms. These are some elements that other online learning providers can take as references.<br /><br />But on the contrary, although we do ""think in network"", the scope of one's network is not unlimited. When we join online learning communities, some of us may want to build strong connections, but others are more likely to prefer weaker ones. Personally, when I learn online, my purpose is to take advantage of what I learn to strengthen my networks offline, but not vice versa. And I felt a little overwhelmed and anxious when receiving comments from someone I know nothing about. Did those students who finished Prof. Siemens' courses continue to contact each other later on? If the social connection in a learning environment is not the first need, do we really need to spend so much time designing unnecessarily connection-promoted learning experience?",48878,2018-09-24T14:51:55.000-04:00,,900,text,2018-09-24T14:51:55.000-04:00,45307
320189,Maybe connectivism is a theory better for ubiquitous learning than for online learning.,48878,2018-09-24T14:55:10.000-04:00,320185,0,text,2018-09-24T14:55:10.000-04:00,45307
321691," Siemens pointed out that the school is not structured to create meaningful learning for individuals but to educate students to mimic and duplicate content they learn.  He took Harvard as an example. However, I do not agree that students are incapable of answering what is ""season"" (a basic concept) can support his argument. Aside from teaching students meaningful content, schools also taught students how to learn, how to think critically and foster students' innovative skills. I would say in this knowledge economy, with the rapid development of technology, besides what had been taught in school, we also need to be a self-learner and life-long learner. This is what school could not instruct us.",49032,2018-09-27T06:41:15.000-04:00,,211,text,2018-09-27T06:41:15.000-04:00,45307
315541," I think the implications of the Fourth Industrial Revolution align extremely well with the future of online learning in two main ways. For one, as Stewart Wallis of the New Economics Foundation points out, a shift in our current economic model as a response to this revolution is inevitable, one that will allow us to meet the basic needs of every human on the planet. Given that goal, online learning seems extremely viable means for extending education around the planet. Already we are seeing this with many instructional computer coding websites. A second reason online learning seems a great option is its efficacy can actually be increased as the technology allows for more immersive learning environments such as the implementation of augmented reality.",48648,2018-09-11T17:54:12.000-04:00,,411,text,2018-09-11T17:54:12.000-04:00,45328
316175," I think the implications of new technologies development in the Fourth Industrial Revolution can be well applied to our future online learning. For example, as Carlo Ratti (MIT) mentioned, in the future technologies can connect more people and meet our social demands. In that case, online learning seems to offer us more opportunities to share resources and communicate with each other. Besides, like Eli said above, there are great potentials for immersive technology use in empowering our online learning environment, such as AI and VR/AR.",48658,2018-09-12T16:34:00.000-04:00,,671,text,2018-09-12T16:34:00.000-04:00,45328
316642," The fourth industrial revolution is based on the third industrial revolution, but plus the digital technology to restructure the relationship of life, of planets and of world. Accessing tracking, IT, 3D printing do bring our life into another level and have a positive effect on global economy. Having the fourth industrial revolution will bring numerous benefits of our daily lives. In an environmental aspect, new technology will help the world be sustainable by accessing to clean air, clean water, clean energy etc. On the other hand, in a human-beneficial way, digital technology will benefit on our public education like having the coding class and building robot models to enhance their critical thinking and cognitive skills especially for children; as well as public health will be positively affected by using the 3D printing skills. Therefore, the fourth industrial revolution will maximize human-being and determine the way to change our lives.",48738,2018-09-13T02:36:38.000-04:00,,599,text,2018-09-13T02:36:38.000-04:00,45328
316684," The changes in physical, digital, and biological systems of the Fourth Industrial Revolution will have a profound impact on online learning and present new opportunities. The way children seek information and learn has changed immensely, with an inclination towards programming, robotics, and innovation. Some schools are implementing project-based learning and design thinking. In addition to attending classes, children watch online tutorial videos and conduct their own research on topics of interest. Thus, online learning will only expand. It already includes virtual classrooms, online forums, videos, plain text, unlimited number of seats, students from different countries, etc. But, this is only a beginning as new formats will emerge to engage more people. I will not be surprised if, soon, the main goal of schools will just be to present basic concepts, assign innovation projects, and connect students to educational resources. As was mentioned by Peter Maurer, digital inequality will become more visible. In other words, this change will discriminate against people, including unprivileged young adults, who use the internet in inefficient ways and lack Web-use skills (Hargittai, 2010). All of this raises several questions, which are the following: 1) How to spark engage individuals who are not technologically savvy? 2) What type of online learning formats can be introduced in order to engage those individuals who prefer traditional learning, as in, in a classroom setting? And 3) What does the future hold for individuals with a lack of design thinking mindset? <br />References<br />Hargittai, E. (2010). Digital na(t)ives? Variations in internet use and skills among members of the “net generation.” Sociological Inquiry, 80(1), 92-113.",48622,2018-09-13T04:14:26.000-04:00,,682,text,2018-09-15T01:29:17.000-04:00,45328
316685,"In addition to the computer coding websites, there are online tutorial videos and platforms such as Lynda, Udemy, edX, Coursera, and Khan Academy, which are free of cost. In other words, any individual, who has access to internet, can access those websites and expand their knowledge.  It, to some extent, depends on the individual’s interests and strive for knowledge. ",48622,2018-09-13T04:18:33.000-04:00,315541,0,text,2018-09-13T04:18:33.000-04:00,45328
316697," I really like this line of thinking of the speaker. It's unclear exactly where those 5 million jobs will be lost from, but one major implication is that as we automate more processes - we will displace large or entire sections of industries. For example, if or when driverless cars suceeed, we will displace anyone who relies on driving for their job. This might mean people will turn to online learning to develop new skills.",48633,2018-09-13T08:28:20.000-04:00,,403,text,2018-09-13T08:28:20.000-04:00,45328
316698," It's interesting that much of this video seems to focus on technology as this driver of progress and there seems to be philosophical assumptions about how technology can improve lives. There's some discussion of concerns about scalability and accessibility. This is just an observation, but if there's a digital inequality gap already, wouldn't this be exacerbated with the use of even more complex technologies that change what it means to be human? If we have people that have trouble understanding URLs or what a BCC is, it's tough for me to take the mental leap that we won't have a lot of work to do in transitioning through this Fourth Industrial Revolution.",48633,2018-09-13T08:33:40.000-04:00,,649,text,2018-09-13T08:33:40.000-04:00,45328
316810," With the development of artificial intelligence in the fourth industrial revolution, a lot of human work can be done by robots and computers. This reminds me of an issue of online learning that to what extent teachers' work can be replaced by computers.  From my own perspective, online learning provides a  good platform for students no matter where they are. Some online learning platform also contains an information storage management system where learning documents such as learning materials and student assignments can be well collected and easily accessed. Though these technologies have done many conveniences for learning, I think they are just substitutes for classrooms and folders. The class has to be taught by a human teacher and the platform has to be designed, operated and managed by human beings. Thus I think the value of teacher will enhance a lot as the popularity of online learning, especially those who know how to design online courses and make good use of online learning platforms.",48630,2018-09-13T19:21:44.000-04:00,,661,text,2018-09-13T19:26:46.000-04:00,45328
316831," The fourth industrial revolution build the network to connect every place and every professional field. I'm very impressed that the power of the revolution can even bring into integrating the natural resources. Once the integrated network built up, every role in it got engaged and interactive. All the systems in the future are going to be highly connected and adaptive. <br />Online learning provides people with understanding on what education can be like with the intellectual network. It clears the limitation on location and time on learning. Also, it enriches the form/ pattern of learning. Since everything is networked, knowledge of other field is easy to come in to enrich the existed field. People have a larger possibility to pick up information from other perspectives.",48761,2018-09-13T20:11:31.000-04:00,,476,text,2018-09-13T20:11:31.000-04:00,45328
316847," The quote in the beginning of this video - that the 4th industrial revolution won't chance what we are doing but who we are - surprised and sort of scared me. This means that the way and material that we provide through online learning will be changed as well. The learning will not be limited by location, time, weather and any other aspects other than the ones that is critical with providing the technological connection for online learning. Making learning more accessible will benefit larger population simultaneously. <br /><br />Now, with these robotic skills replacing some well-trained jobs, it is important to find a content that we could, would and should provide through online learning. I think this development and change will create learners and educators to focus more on pure academics and learning instead of skills to be trained for. ",48848,2018-09-13T21:22:41.000-04:00,,301,text,2018-09-13T21:28:14.000-04:00,45328
316907," The concept of having jobs replaced by machines or technology has been an on-going discussion in the modern world. I do see it as a concern, however, I feel that each time a machine or robot ""replaces"" a job, there are more job opportunities created to maintain or control the machines. <br /><br />Thus, in my opinion, to keep up with the trend, I believe that there should be more technology-orientated education and training.",48649,2018-09-14T03:24:14.000-04:00,,388,text,2018-09-14T03:24:14.000-04:00,45328
316929,"Kristi, do you think this quote is applicable to all forms of technology that we use ?",12480,2018-09-14T03:48:25.000-04:00,316847,0,text,2018-09-14T03:48:25.000-04:00,45328
316932," With the interesting question being asked about how we will define work in the future, I thought about how we will also define productivity.",12480,2018-09-14T03:50:21.000-04:00,,419,text,2018-09-14T03:50:21.000-04:00,45328
316933, As we make efforts to meet the demands of the Fourth Industrial Revolution are we prioritizing creativity and innovation over affordability of the technology we are making?,12480,2018-09-14T03:54:50.000-04:00,,665,text,2018-09-14T03:54:50.000-04:00,45328
316942,"Unfortunately, the innovative technology is expensive but the goal is to make it affordable and accessible to everyone, which also requires creativity and innovation. ",48622,2018-09-14T04:49:11.000-04:00,316933,0,text,2018-09-14T04:49:11.000-04:00,45328
316954," Certainly, the pace of technology development is so fast that stuns and surprises most of us, but we want to think thoroughly: what we want to change and what we want to keep? Undoubtedly, the Fourth Industrial Revolution will shape education and influence its format to some extent, but education is more than pure knowledge. It involves a lot of humanities aspects which cannot be entirely replaced by technology.",48646,2018-09-14T16:14:32.000-04:00,,690,text,2018-09-14T16:14:32.000-04:00,45328
316973," Machine learning, robotics, automated cars are all the creations under the new technologies. More and more people started to worried about what the future job will be? Will AI replace human's work opportunity? I think the rapid development of technology will not take away some job opportunities, but on the other hand, they also created lots of new positions which required professional studies and required longer time for people to learn. So it’s just the competitions between everyone in the society will increase.",48634,2018-09-14T18:37:25.000-04:00,,532,text,2018-09-14T18:37:25.000-04:00,45328
316976," The fourth industrial revolution won't change what we are doing but who we are. There will be several problems if the traditional education disappears. One problem I would like to mention is if schools allow students to study by themselves in advance, for example, 3-grade students might learn knowledge of high school and graduate as a high school student, these too young children possibly will lose their childhood. In addition, students who pay high tuition may prefer to learn in class, instead of online courses. ",48737,2018-09-14T18:45:30.000-04:00,,87,text,2018-09-14T19:06:03.000-04:00,45328
316980,"I agree with you that not all aspects of education can be replaced with technology. For instance, it would be difficult to learn a musical instrument online since the teacher cannot provide a constructive feedback or correct the student's mistakes. The same applies to art, where the teacher cannot fix the student's technique as he or she draws. ",48622,2018-09-14T20:44:27.000-04:00,316954,0,text,2018-09-14T20:44:27.000-04:00,45328
317003," With the unprecedented emergence of technology, there lies many uncertainties in the world as new technologies are always coming into the visual and change the way people think and react to situations. New technology definitely has its positive aspects, better medical services, more mobility and access to learning and education, and increased efficiency with a click on the computer while it will also bring about consequences that we would not like to see - potential threats of drones turning into something that can be destructive,  and many more. However, in the realm of distance learning, I firmly believe that the Fourth Industrial Revolution brings more benefits than concerns as potentially threatening situations can well be altered and manipulated in a positive way by us.",48654,2018-09-14T21:30:10.000-04:00,,379,text,2018-09-14T21:30:10.000-04:00,45328
317016," The world is always changing. However, revolution means qualitative change rather than quantitative change. I expect the impact of the fourth industrial revolution could be larger than the first one. In macroscopic view, every revolution makes the world become a better place. However, it could harm millions of people. In the first industrial revolution, it took time to build  machines that replace workers. In the fourth revolution, a piece of program can be sent from America to Asia in a second. The change is unprecedentedly fast. I concern whether the people are not able to keep pace with the changes.<br /><br />There is too much knowledge need to be acquired to keep pace with the trends. However, people have sensitive period to learn things. We can not expect everyone learning things as fast as young people. That's why it is very important to come up with some ideas to support students and workers in the future.",48635,2018-09-15T01:19:40.000-04:00,,674,text,2018-09-15T01:19:40.000-04:00,45328
317018," When Wattinvented the steam engine to strat the first industrial revolution, who would have the thought that internet and technology are secretly promotes the fourth industrial revolution.  In education, Internet plays an improtant role, it provides the platform in distant learning, and collects various information and resources to create opportunities for individuals on studying. It is hard to say, in the future, AI would replace professors and instructors in classroom.",48652,2018-09-15T01:45:44.000-04:00,,549,text,2018-09-15T01:45:44.000-04:00,45328
317023," Artificial Intelligence and the robots as well as programs brought by it are definitely a bonus to the current world in the sense of making manufacturing progress easier while reducing human efforts. However, it is not yet finalized in many ways, which include the possible outcome of people getting replaced by robots, programs going wrong during operation, and other safety related issues. Though I would admit that this field is full of gold, we still need to be careful before mass implementation. <br /><br />Other than AI, I think that 3D printing do benefits a lot for now. It made the process of manufacture relatively small items easier.",48759,2018-09-15T03:03:15.000-04:00,,396,text,2018-09-15T03:03:15.000-04:00,45328
317034," It is believed that online learning succeeded in overcoming the limitations of time and space, greatly alleviating conditions of uneven educational resources distribution. In most cases, it can be supplied to people who need it at any time, which really has great impact on special education. Besides, as one of the aims of education is to prepare productive citizens for the society, it is necessary and important to consider the content and mode provided by online learning in order to meet the social needs better. Fourth industrial revolution provides opportunities of more collaboration and better communication for learners today, as online learning  is not only about courses, knowledge or skills, but also helps people form a new mode of community.",48732,2018-09-15T19:29:54.000-04:00,,553,text,2018-09-15T19:29:54.000-04:00,45328
317039," The integration of industrial revolution and natural power, like wind, sunshine, and moonlight, really arouses my interests. Use the industrial innovation to transform priceless natural power into the energy we used every day not only facilitate our daily life but also make people intrigued. As we know, today technology improved so fast that people even invent robots and access people's brain. However, people start to be worried about will the artificial intelligence replace human being one day​?",48638,2018-09-15T23:20:57.000-04:00,,338,text,2018-09-15T23:20:57.000-04:00,45328
317093," Human intelligence is limited, so all decisions are based on the results of bounded rationality. If the collected data can be used to assist decision-making, the bounded rationality of users will expand and the quality of decision-making will be enhanced by the fourth industrial revolution. The key to the transformation of classroom teaching is to enable students to learn in a way that suits themselves so that each student can develop on their own. For instructors, teaching decision-making will span the limited rationality of human beings from relying on the teaching experience existing in the instructor's mind to relying on the data analysis of the massive teaching cases. For students, the basis for each development shift from a limited rational analysis that depends on the teacher to a data analysis of the learning process.",48657,2018-09-16T20:55:19.000-04:00,,691,text,2018-09-16T20:55:19.000-04:00,45328
317115," It is surprising to see the power of new technologies, as well as how does it have an effect on an individual's life and the whole community. But this high pace of the development of technology also brings confuse and uncertainty for human beings. What is the next step of high technology? How to measure it especially how to limit the potential harms and disadvantages of it? Though nobody can have a clear answer at this point, it is a process of discovery. That is why skills, moral standards and rules play important role in this process.",48637,2018-09-16T22:24:21.000-04:00,,356,text,2018-09-16T22:24:21.000-04:00,45328
317127," Exciting that people from all over the world can share information and further promoting the development in certain field. But the question comes to me that what kind of knowledge and information should be reserved to individuals or institutions, if any. What about copyrights, patents and where is the boundary of individual creation and open knowledge shared by all countries?",48629,2018-09-16T23:11:02.000-04:00,,683,text,2018-09-16T23:11:02.000-04:00,45328
317129," I am a bit indecisive on this idea of a Fourth Industrial Revolution. I am all for education and learning to be accessible to all but the information that is available is what scares me. I also think learning should be free, as in institutions and et cetera but that is a different conversation. <br />Online learning is a great tool for many individuals, including myself as I type these words. The whole idea of not changing what we do but who we are is a heavy statement.",49015,2018-09-16T23:22:31.000-04:00,,593,text,2018-09-16T23:22:31.000-04:00,45328
317186," There is no doubt that the fourth industrial revolution has brought many changes to human society and the natural world. Almost every few years, some minor changes happened in people's lifestyle. These small changes have accumulated and brought about tremendous changes in our life. People need to constantly learn new knowledge, even after leaving the campus. So I think that the focus of education is not on imparting knowledge but on teaching students the to be open-minded and able​ to cultivate self-study.",48872,2018-09-17T04:51:07.000-04:00,,639,text,2018-09-17T04:51:07.000-04:00,45328
317210,"I totally agree with the idea of human knowledge, cognitive power, or say human creativity working as the momentum to drive the fourth industrial revolution all the way through, compared to the key role of the mechanic, electric energy in the original industrial revolutions. Now that it is the human intellectual efforts that work as a fuel, whenever some issues come along, there must be some ways to be found by collective human intelligence as a response to some ethical concerns of robotics and AI for instance.  <br /><br />Therefore, I think it is essential that we also pay a considerable amount of attention to updating techonology-oriented education and training while we develop all kinds of new technologies so people's awareness can keep pace with the technological growth and then nobody will be left behind.",48757,2018-09-17T07:51:16.000-04:00,,0,text,2018-09-17T07:52:44.000-04:00,45328
317267," In the auto plant, the woman mentions ""the humans come in and help the technology."" I believe that this is the key to getting people on board and encouraged by the ""Fourth Revolution."" Technology shouldn't be scary, it shouldn't be feared as a replacement to humans. Instead, it should be looked at as a supplement to humans--a way to improve our current lifestyle. Sure in 50, 100, or 500 years things may look completely different, but on a day to day basis, the change will be fluid. We'll be given time to adjust and respond. Many of the concepts introduced are here to help live a healthier, happier life for generations. Although the unknown is scary, we should challenge ourselves to embrace the revolution, be part of it, and shape the way we want it to look.",48772,2018-09-17T16:20:42.000-04:00,,382,text,2018-09-17T16:20:42.000-04:00,45328
317392," ""The fourth industrial revolution is bringing together digital, physical and biological systems."" ""It makes inequity more visible and less acceptable."" ""A prediction of five million jobs lost by 2020 to technology is serious.""<br /><br />When AI, data-intensive paradigm and all other technologies are constantly changing our ways of living and ways of understanding lives, as educators, how can we empower current labors and future generations with this technological progress? And how can we adapt ourselves to this fast changing world as well?<br /><br />Carlos Moedas gave us an example of a 18-year-old kid who has never been to college learnt how to get better productivity and yields for seeds of corns just by resources online, which resonates with my post in another Vialogue mentioning Sugata Mitra's ""School in the Cloud"" (<a href=""https://www.theschoolinthecloud.org/about/""  rel=""nofollow""  class=""comment__user-link"" >https://www.theschoolinthecloud.org/about/</a>) where students learn to teach themselves by computers built in the holes of walls.<br /><br />Apart from SOLE (self-organization learning environment) raised by Sugata Mitra, Mastery Transcript Consortium (MTC) also proposed ""A New Model"" as a replacement of SAT or ACT to document students' growth over time and show their competencies (<a href=""https://www.insidehighered.com/news/2017/05/10/top-private-high-schools-start-campaign-kill-traditional-transcripts-and-change""  rel=""nofollow""  class=""comment__user-link"" >https://www.insidehighered.com/news/2017/05/10/top-private-high-schools-start-campaign-kill-traditional-transcripts-and-change</a>).<br /><br />But for teachers, what is the ""new model"" for us to examine if we are still qualified to call ourselves teachers? What are core competencies for future educators? How to be a good facilitator and coordinator? Able to design project-based learning? Good at coaching skills? If we don't take initiatives to address these issues, we are doomed to be replaced.",48878,2018-09-18T04:18:35.000-04:00,,514,text,2018-09-18T04:18:35.000-04:00,45328
317581," I was also impressed by the quote in the beginning of this video: the 4th industrial revolution won't change what we are doing but it changes who we are. I believe that the 4th  industrial revolution changes human being in an inconspicuous but radical way. It seems that we are still doing what we were doing. But the content we process, the tool we use and even our thinking pattern change. It is mentioned that nowadays robotic skills are replacing some well-trained jobs. I would say this brings about another change for human being. Some rigid jobs may be replaced by robots and people should be involved in positions regarding creativity and emotion.",49032,2018-09-18T16:01:00.000-04:00,,629,text,2018-09-18T16:01:00.000-04:00,45328
317588," With the unprecedented development of technology, people's way of learning changes radically. The Fourth Industrial Revolution provides considerable opportunities for online learning. People could learn without the limitation of location, time and cost. It offers great educational opportunities for people in poor areas. However, it also raises potential harms and disadvantages. We should seriously think about what is the next step of high technology applied to online learning.",49032,2018-09-18T16:17:27.000-04:00,,471,text,2018-09-18T16:17:27.000-04:00,45328
334136," The Fourth Industrial Revolution indicates the changes to the way we live, work and relate to one another due to the adoption of cyber-physical systems, the Internet of Things and the Internet of Systems.  One of the greatest promises of the Fourth Industrial Revolution is  improve the quality of life and to improve  income levels. However, there might be enhanced social tensions, owing to the socioeconomic changes l by theFourth Industrial Revolution that could create a job market that’s divided into “low-skill/low-pay” and “high-skill/high-pay” segments.",49196,2018-11-19T02:21:56.000-05:00,,667,text,2018-11-19T02:21:56.000-05:00,45328
315540,"There are a number of Hargittai's findings which I found both surprising and important. For one, as a millennial, I certainly assume that not only I, but also my peers possess a high degree of fluency when it comes to the web. In truth, this is based on nothing except having grown up around the technology. As Hargittai shows through her series of multiple choice questions, this is wrong of me to assume. In designing online learning environments, I should be careful to make them easily navigable and straightforward especially because as the designer I don't know the individuals' socioeconomic background which as Hargittai points out, can strongly influence one's comfortableness with the web.",48648,2018-09-11T17:35:56.000-04:00,,0,text,2018-09-11T17:35:56.000-04:00,45329
316097," There are a few points as Hargittai discussed in her presentation: digital inequality, web use skills, and the situation that young people are actually not savvy with technologies. For me, currently I and most of my peers have good internet access to mass information, and high degree of fluency in using web. However, I am surprised by the finding that more than 30% of people cannot identify correct description of the multiple choice question. I think education to improve our technology use skills is necessary, especially for those who have low socioeconomic backgrounds. Besides, we also need effective guidance to learn how to search useful information we want and make full use of it.",48658,2018-09-12T13:56:28.000-04:00,,542,text,2018-09-14T00:13:05.000-04:00,45329
316596," I'm curious what is Hargittai's operational definition of ""web-use skills"" in her research and how she measure it. I think defining what skills people should equip is not easy. For me, I don't think bcc and URLs is so important that everyone should know what they are and how they function. If she rule out the engineering school students in her survey, I believe she will get even worse results. Technologies nowadays are well-designed and user-friendly. That is why people don't need to know many computer knowledge but are still able to use computers. <br /><br />Even so, I totally agree with her that there are some skills which are indispensable but most of the people are not skillful enough. The students' web-use skills must be taken into consideration when designing any kind of educational technology.",48635,2018-09-13T01:26:31.000-04:00,,400,text,2018-09-13T01:26:31.000-04:00,45329
316618," Nowadays, internet have been accessible for most of young adults. For me, I believe I am described as the “net generation”, mentioned by Hargittai, because I have been using media for many years and spend most of my time online. However, it is still surprisingly for me to fail to answer the question addressed on the video about the Website of the Bank. Therefore, I understand that my web-use skills are still insufficient, just like Hargittai mentioned in the video, “young adults are not universally savvy with technologies”. By realizing the positive effect on sophistically using internet, it is crucial for us, for everybody to improve web-use skills since Hargittai found out the positive link between usage of internet and future income.",48738,2018-09-13T01:52:33.000-04:00,,387,text,2018-09-13T01:52:33.000-04:00,45329
316686," When it comes to the digital inequality, I am surprised that despite young adults having access to the literacy, they do not take advantage of it. I agree with Eszter Hargittai that the best way to think of it is in terms of a spectrum. It is quite alarming that many of them cannot answer those simple multiple choices questions regarding web use skills. One can conclude that those individuals, who are not technologically savvy, just use the trial and error method when clicking something on the internet and if it works, they continue utilizing that function without researching its purpose. Skilled individuals, on the other hand, usually try to expand their skillset by researching; thus, they are more likely to take advantage of the internet as it provides access to literacy. As for schools not offering to teach children computer skills by assuming that those children are technologically savvy, one way to remedy this issue is by making a computer science class mandatory and even offer a research class. Although teachers and librarians provide support, as one can see, it is not enough since many students do not make use of these resources if it is not mandatory. <br />As for online learning opportunities, unfortunately, not every student can take advantage of them due to web use skills and digital use limitations. Therefore, academic platforms, which encompass online learning, should include a video tutorial and step-by-step instructions on its front page. Likewise, instructors should provide step-by-step written instructions on accessing different pages of the platform and submitting assignments.",48622,2018-09-13T04:20:13.000-04:00,,516,text,2018-09-13T04:20:13.000-04:00,45329
316687,"I agree with you that an online learning environment should be user-friendly. However, unfortunately, it is not always possible. There is always a limit as to how user-friendly it can be. I believe that onsite training and workshops, which can be recorded and sent out via email, should be conducted for users before participating in an online learning environment. ",48622,2018-09-13T04:21:22.000-04:00,315540,0,text,2018-09-13T04:21:22.000-04:00,45329
316693,"I agree with Eli that there tends to be an assumption that millenials, or anyone who grew up using the internet, have a higher degree of fluency. Unfortunately (but interestingly) the design of popular social platforms such as Twitter and Facebook reduce complexity by offering features that require very little: on Facebook, you simply post a status or reply to someone else, and with Twitter it's similar. Yes, there are other nuanced ways to use the platform, but contemporary design focuses on simplifying interactions with social media to a handful (at most) of ways. <br /><br />To Anna's point, I agree. Onboarding is super important. With online environments, we need to think of ways we can help learners get oriented to the platform being used.",48633,2018-09-13T08:12:38.000-04:00,315540,0,text,2018-09-13T08:14:46.000-04:00,45329
316694,"This is a fair point - I'm not sure what the operational definition is either and this is probably a function of the short presentation. <br /><br />I think anyone who uses email in a professional/job-related function should at least understand how bcc works though, but it's unclear how useful that would be for younger students. ",48633,2018-09-13T08:16:54.000-04:00,316596,0,text,2018-09-13T08:16:54.000-04:00,45329
316695," I am curious about world-wide trends on digital inequality and how this intersects with geographical location. In a world that increasingly relies on internet use and distributing your identity across social media platforms, what happens to people who don't have access to the internet? Hypothetically these people are unable to then compete in the ""market"".",48633,2018-09-13T08:18:49.000-04:00,,496,text,2018-09-13T08:18:49.000-04:00,45329
316762,"I totally agree with your idea that there is no need for every Internet users to know bcc and discern URLs. Computer technology or the Internet itself is a black box where we do not have to figure out how it works internally. In this way, people are able to enhance their efficiency by using computer and web through only focusing on the information they needed instead of spending time learning some details that may be not useful.",48630,2018-09-13T16:53:42.000-04:00,316596,0,text,2018-09-13T16:53:42.000-04:00,45329
316821," The technology becomes very accessible in today's world. But the skill to use that varies by some age groups and social groups.  We need education for these different groups to help them engage with technology and acquire cognitive development from it. Though born in the digital age, young people still need to be led to interact with the screen to get the real understanding of the resources they are using.",48761,2018-09-13T19:34:19.000-04:00,,516,text,2018-09-13T19:34:19.000-04:00,45329
316841," It's interesting that she pointed out how we should not automatically think that one generation is more tech-savvy than other because they are younger and born when technological bloom has already begun. I personally grew up while taking some computer courses, because it was in the middle - tech bloom has begun yet we were learning them together. Knowing that having ""computer class"" is not usual these days, because it is often seen as ""too obvious"" or ""too easy,"" I think it's important for educational settings to provide at least the minimal education, because it is unfair to expect them to just know about them already. Maybe the current or younger generation will go through even more struggles, because technology is growing in a faster pace with more programs and tools to utilize and get used to!",48848,2018-09-13T20:58:38.000-04:00,,316,text,2018-09-13T20:58:38.000-04:00,45329
316845, It is shocking to see that the gap between socioeconomic group stays the same as time passes. Especially because I chose my program believing that providing technological tools and resources would reduce the gap between privileged and underprivileged.,48848,2018-09-13T21:13:04.000-04:00,,457,text,2018-09-13T21:13:04.000-04:00,45329
316854,"  To classify crowd having the better savvy of digital is not limited to ages, the economical stage also can be one effect of having better web-use skills. Hargittai illustrated two examples to show that elder may have the better understanding of some web-related terminologies. I like her emphasized the effectiveness of the information we get online, it also implies some of us may spend more time online without doing effective thing.",48638,2018-09-13T21:56:34.000-04:00,,389,text,2018-09-13T21:56:34.000-04:00,45329
316857,"Hi Eli, I am interested in that ""I should be careful to make online learning environment easily navigable and straightforward"". What will you do to navigate your online learning and make it easy to use?",48658,2018-09-14T00:30:44.000-04:00,315540,0,text,2018-09-14T00:30:44.000-04:00,45329
316858,"Hi Kristi, I agree with you that technology is growing faster and having ""computer class"" is not usual these days. I used to hate coding because it was too complicated for me haha, but I found that skill was really important for me to get an ideal job in data analysis. But why do you think current or younger generation will go through even more struggles? I actually don't agree with you in that point. I think young people can learn new things faster as long as they are willing to explore, but education about technology use is important to navigate us on the right track.",48658,2018-09-14T00:40:27.000-04:00,316841,0,text,2018-09-14T00:40:27.000-04:00,45329
316900,"I agree with you that there minimal education of computer classes should be provided! I once taught coding to a middle school classroom and many of the kids did not know how to use the laptops! I think some basic computer classes is very crucial, especially if you want to learn other things such as coding.",48649,2018-09-14T03:15:21.000-04:00,316841,0,text,2018-09-14T03:15:21.000-04:00,45329
316915, How can we constantly adapt to the dynamics of technology to meet the demands of the global tech world ?,12480,2018-09-14T03:37:46.000-04:00,,74,text,2018-09-14T03:37:46.000-04:00,45329
316926,"I think we mostly focus on providing resources in schools to enhance the use of technology among students. However, we fail to recognize that underprivileged students usually do not have the same resources at home and this further widens the socioeconomic gap. ",12480,2018-09-14T03:42:05.000-04:00,316845,0,text,2018-09-14T03:42:05.000-04:00,45329
